brand,model,year,km,transmission,drivetrain,body,price,car_age,km_per_year
Hyundai,Solaris,2018,145282.0,Автомат,Полный,Кроссовер,541969,8,18160
BMW,5 Series,2019,115254.0,Автомат,Передний,Хэтчбек,1433334,7,16465
Volkswagen,Tiguan,2011,236336.0,Автомат,Полный,Седан,270991,15,15756
Hyundai,Santa Fe,2018,82086.0,Автомат,Полный,Хэтчбек,616508,8,10261
Toyota,RAV4,2008,255623.0,Автомат,Передний,Кроссовер,287969,18,14201
BMW,3 Series,2017,162943.0,Автомат,Передний,Кроссовер,1052259,9,18105
Kia,Optima,2015,214866.0,Механика,Полный,Кроссовер,304278,11,19533
Toyota,RAV4,2009,83856.0,Механика,Задний,Хэтчбек,416603,17,4933
Toyota,Corolla,2015,151607.0,Автомат,Полный,Хэтчбек,744864,11,13782
BMW,5 Series,2016,139759.0,Механика,Передний,Кроссовер,873032,10,13976
Kia,Optima,2012,193683.0,Автомат,Передний,Седан,318368,14,13834
Toyota,Camry,2013,233383.0,Механика,Полный,Седан,343045,13,17953
Kia,Optima,2010,120802.0,Автомат,Полный,Хэтчбек,306967,16,7550
BMW,3 Series,2024,45667.0,Автомат,Передний,Хэтчбек,2530360,2,22834
Kia,Rio,2020,84107.0,Автомат,Полный,Кроссовер,822841,6,14018
Hyundai,Santa Fe,2024,27776.0,Робот,Передний,Хэтчбек,1888591,2,13888
Toyota,Camry,2021,98356.0,Автомат,Полный,Седан,1596435,5,19671
Toyota,RAV4,2011,122618.0,Автомат,Передний,Кроссовер,457824,15,8175
Kia,Ceed,2024,33069.0,Автомат,Полный,Седан,1811286,2,16534
Kia,Rio,2008,204953.0,Механика,Передний,Хэтчбек,333228,18,11386
Volkswagen,Golf,2013,103333.0,Автомат,Задний,Седан,258527,13,7949
Hyundai,Solaris,2016,131022.0,Робот,Полный,Седан,337575,10,13102
Kia,Optima,2012,212565.0,Автомат,Передний,Хэтчбек,265687,14,15183
Volkswagen,Tiguan,2023,47999.0,Автомат,Передний,Кроссовер,1520162,3,16000
BMW,3 Series,2014,180082.0,Механика,Передний,Седан,567192,12,15007
Volkswagen,Tiguan,2017,125526.0,Механика,Передний,Кроссовер,491622,9,13947
Toyota,Land Cruiser,2021,73817.0,Автомат,Передний,Седан,2213746,5,14763
Kia,Optima,2014,172618.0,Автомат,Полный,Седан,304407,12,14385
Kia,Ceed,2008,326901.0,Автомат,Полный,Хэтчбек,314602,18,18161
Hyundai,Santa Fe,2018,111006.0,Автомат,Передний,Седан,649972,8,13876
Kia,Optima,2015,133211.0,Автомат,Передний,Хэтчбек,296285,11,12110
Toyota,Camry,2022,47521.0,Механика,Передний,Хэтчбек,2509590,4,11880
Hyundai,Solaris,2013,103517.0,Механика,Полный,Кроссовер,288842,13,7963
Toyota,RAV4,2011,153413.0,Механика,Передний,Хэтчбек,323983,15,10228
Toyota,Camry,2022,40605.0,Робот,Задний,Хэтчбек,2453714,4,10151
Toyota,Camry,2023,33681.0,Автомат,Задний,Седан,2216379,3,11227
Toyota,Corolla,2019,121374.0,Автомат,Передний,Кроссовер,1285460,7,17339
Hyundai,Santa Fe,2016,138201.0,Механика,Передний,Хэтчбек,372042,10,13820
Hyundai,Santa Fe,2020,85358.0,Автомат,Полный,Хэтчбек,813863,6,14226
Hyundai,Tucson,2023,47350.0,Автомат,Задний,Кроссовер,1486684,3,15783
Hyundai,Tucson,2022,56226.0,Механика,Полный,Кроссовер,1168677,4,14056
Kia,Rio,2011,268362.0,Автомат,Передний,Хэтчбек,279382,15,17891
Toyota,Camry,2010,283105.0,Автомат,Полный,Хэтчбек,258079,16,17694
Kia,Sportage,2010,218301.0,Автомат,Полный,Седан,323763,16,13644
Toyota,Camry,2024,25004.0,Механика,Полный,Кроссовер,3191499,2,12502
Kia,Sportage,2013,174289.0,Автомат,Передний,Кроссовер,264494,13,13407
Kia,Rio,2024,22360.0,Механика,Передний,Кроссовер,1832836,2,11180
Kia,Optima,2012,244217.0,Автомат,Передний,Седан,287244,14,17444
BMW,5 Series,2009,311983.0,Механика,Передний,Седан,298165,17,18352
Kia,Sportage,2019,139006.0,Автомат,Полный,Седан,581743,7,19858
BMW,3 Series,2015,190213.0,Механика,Полный,Кроссовер,523726,11,17292
Kia,Optima,2016,118481.0,Автомат,Полный,Хэтчбек,437481,10,11848
Hyundai,ix35,2015,129805.0,Автомат,Передний,Хэтчбек,265721,11,11800
Toyota,Land Cruiser,2015,136747.0,Механика,Полный,Хэтчбек,729097,11,12432
Volkswagen,Passat,2015,131493.0,Автомат,Полный,Кроссовер,283009,11,11954
BMW,X5,2013,154848.0,Механика,Полный,Седан,442362,13,11911
Kia,Sportage,2011,251064.0,Автомат,Передний,Кроссовер,320207,15,16738
BMW,X3,2013,159777.0,Автомат,Передний,Хэтчбек,414338,13,12291
Kia,Rio,2014,168739.0,Автомат,Передний,Хэтчбек,337924,12,14062
Volkswagen,Polo,2018,127226.0,Автомат,Задний,Кроссовер,620152,8,15903
Kia,Sportage,2020,73704.0,Автомат,Задний,Хэтчбек,1003117,6,12284
Hyundai,ix35,2013,218653.0,Автомат,Передний,Кроссовер,271299,13,16819
Kia,Optima,2017,131067.0,Автомат,Передний,Хэтчбек,495147,9,14563
Hyundai,Solaris,2019,116371.0,Автомат,Передний,Седан,755215,7,16624
Kia,Optima,2016,187065.0,Механика,Передний,Кроссовер,332930,10,18706
Toyota,Camry,2012,167198.0,Механика,Задний,Кроссовер,369915,14,11943
Hyundai,Solaris,2010,300923.0,Автомат,Задний,Седан,335583,16,18808
Hyundai,Solaris,2023,43799.0,Автомат,Передний,Хэтчбек,1318207,3,14600
Volkswagen,Passat,2022,43509.0,Автомат,Полный,Кроссовер,1383860,4,10877
BMW,X3,2008,329570.0,Автомат,Задний,Седан,301183,18,18309
Volkswagen,Polo,2024,34557.0,Механика,Полный,Хэтчбек,1648477,2,17278
Volkswagen,Golf,2009,348895.0,Механика,Передний,Кроссовер,320092,17,20523
Toyota,Corolla,2012,154679.0,Механика,Передний,Седан,382343,14,11048
BMW,5 Series,2021,75254.0,Автомат,Передний,Седан,1973181,5,15051
BMW,X3,2016,168341.0,Механика,Передний,Кроссовер,832317,10,16834
Hyundai,Solaris,2021,56711.0,Механика,Полный,Хэтчбек,990858,5,11342
BMW,3 Series,2016,99835.0,Автомат,Передний,Седан,997676,10,9984
BMW,3 Series,2021,94562.0,Автомат,Передний,Кроссовер,1941328,5,18912
Hyundai,Solaris,2012,135794.0,Робот,Передний,Хэтчбек,262571,14,9700
Volkswagen,Passat,2008,315943.0,Механика,Полный,Седан,267009,18,17552
Toyota,Land Cruiser,2015,72454.0,Автомат,Полный,Седан,1063105,11,6587
Kia,Optima,2021,75519.0,Автомат,Передний,Хэтчбек,1097946,5,15104
Volkswagen,Tiguan,2015,126745.0,Автомат,Полный,Седан,300635,11,11522
Kia,Optima,2010,173692.0,Робот,Полный,Седан,269305,16,10856
Hyundai,ix35,2013,239166.0,Робот,Передний,Седан,264934,13,18397
BMW,3 Series,2014,170093.0,Механика,Передний,Седан,522641,12,14174
Volkswagen,Passat,2023,44496.0,Механика,Полный,Седан,1338311,3,14832
Volkswagen,Polo,2022,41617.0,Автомат,Полный,Хэтчбек,1471137,4,10404
Volkswagen,Polo,2022,49898.0,Автомат,Полный,Хэтчбек,1114248,4,12474
Volkswagen,Polo,2015,162157.0,Механика,Полный,Кроссовер,330026,11,14742
BMW,X3,2013,200997.0,Механика,Задний,Седан,287197,13,15461
Toyota,Corolla,2022,65147.0,Механика,Задний,Хэтчбек,2347362,4,16287
Hyundai,ix35,2017,175207.0,Механика,Передний,Кроссовер,330378,9,19467
BMW,X5,2013,257657.0,Автомат,Передний,Седан,325912,13,19820
Hyundai,Solaris,2016,76640.0,Механика,Полный,Кроссовер,504794,10,7664
Kia,Ceed,2016,125295.0,Автомат,Полный,Хэтчбек,438641,10,12530
BMW,5 Series,2017,153856.0,Механика,Передний,Седан,923760,9,17095
Toyota,RAV4,2023,37938.0,Механика,Полный,Кроссовер,2207095,3,12646
Kia,Sportage,2017,151352.0,Автомат,Передний,Хэтчбек,365229,9,16817
Hyundai,Tucson,2015,141448.0,Механика,Полный,Кроссовер,266975,11,12859
Hyundai,Santa Fe,2023,48566.0,Автомат,Передний,Кроссовер,1273555,3,16189
Toyota,Land Cruiser,2014,130130.0,Автомат,Полный,Кроссовер,593943,12,10844
Toyota,Corolla,2023,57853.0,Автомат,Полный,Кроссовер,2728090,3,19284
Hyundai,Tucson,2017,169829.0,Робот,Передний,Хэтчбек,270216,9,18870
Toyota,Corolla,2011,185675.0,Механика,Передний,Хэтчбек,281432,15,12378
Kia,Ceed,2010,322152.0,Автомат,Полный,Кроссовер,324482,16,20134
BMW,5 Series,2009,295656.0,Механика,Полный,Хэтчбек,287705,17,17392
Kia,Sportage,2009,190920.0,Автомат,Передний,Хэтчбек,279209,17,11231
Volkswagen,Golf,2014,201252.0,Механика,Передний,Седан,309560,12,16771
Toyota,Land Cruiser,2022,50871.0,Механика,Полный,Седан,2125958,4,12718
Volkswagen,Passat,2012,305534.0,Автомат,Полный,Хэтчбек,265303,14,21824
Toyota,Camry,2022,65249.0,Робот,Передний,Хэтчбек,2354948,4,16312
Hyundai,Santa Fe,2011,232238.0,Механика,Передний,Кроссовер,318265,15,15483
Hyundai,Solaris,2011,269660.0,Автомат,Полный,Хэтчбек,307639,15,17977
Hyundai,Solaris,2009,277765.0,Механика,Передний,Кроссовер,343970,17,16339
Kia,Sportage,2020,82279.0,Автомат,Передний,Кроссовер,812482,6,13713
Toyota,Camry,2023,57248.0,Автомат,Полный,Седан,2273387,3,19083
Volkswagen,Polo,2020,125269.0,Автомат,Полный,Кроссовер,869631,6,20878
Kia,Ceed,2009,227941.0,Робот,Полный,Кроссовер,272844,17,13408
Toyota,RAV4,2022,51510.0,Автомат,Передний,Седан,2464249,4,12878
Toyota,Land Cruiser,2021,69678.0,Автомат,Передний,Кроссовер,1691378,5,13936
Toyota,Corolla,2016,140818.0,Автомат,Передний,Седан,772980,10,14082
Volkswagen,Passat,2014,269404.0,Механика,Передний,Хэтчбек,264490,12,22450
Hyundai,Solaris,2017,151134.0,Автомат,Передний,Кроссовер,411258,9,16793
Kia,Sportage,2015,212879.0,Автомат,Задний,Седан,308932,11,19353
Toyota,Corolla,2013,172030.0,Механика,Полный,Хэтчбек,393712,13,13233
Toyota,RAV4,2015,165351.0,Автомат,Передний,Кроссовер,690117,11,15032
Kia,Sportage,2020,102593.0,Автомат,Передний,Седан,729509,6,17099
Toyota,Corolla,2013,150668.0,Автомат,Задний,Седан,463903,13,11590
Kia,Rio,2008,300697.0,Механика,Передний,Хэтчбек,311173,18,16705
Hyundai,Tucson,2014,160812.0,Автомат,Передний,Седан,295176,12,13401
Kia,Sportage,2015,216415.0,Механика,Задний,Хэтчбек,324377,11,19674
Toyota,Land Cruiser,2018,127809.0,Робот,Передний,Кроссовер,1024178,8,15976
Kia,Sportage,2019,102966.0,Автомат,Полный,Кроссовер,842043,7,14709
Hyundai,Tucson,2010,237882.0,Автомат,Полный,Седан,269979,16,14868
Hyundai,Tucson,2019,96149.0,Автомат,Задний,Кроссовер,719401,7,13736
Volkswagen,Tiguan,2022,55146.0,Автомат,Полный,Хэтчбек,1276869,4,13786
Kia,Rio,2012,257527.0,Механика,Полный,Седан,285040,14,18395
Volkswagen,Tiguan,2013,273306.0,Автомат,Полный,Хэтчбек,312523,13,21024
Toyota,Corolla,2022,62473.0,Автомат,Передний,Кроссовер,1951238,4,15618
BMW,X3,2013,227065.0,Автомат,Передний,Кроссовер,333837,13,17467
Hyundai,Solaris,2012,232861.0,Механика,Полный,Седан,269706,14,16633
Volkswagen,Polo,2012,168360.0,Автомат,Передний,Седан,344537,14,12026
BMW,X3,2018,121066.0,Автомат,Полный,Седан,1371837,8,15133
Toyota,RAV4,2011,236577.0,Автомат,Полный,Кроссовер,337638,15,15772
Kia,Rio,2024,39306.0,Автомат,Полный,Кроссовер,1449581,2,19653
Toyota,Land Cruiser,2012,315295.0,Автомат,Полный,Кроссовер,299345,14,22521
Hyundai,Tucson,2019,188982.0,Механика,Полный,Хэтчбек,478404,7,26997
Hyundai,ix35,2009,276009.0,Механика,Полный,Хэтчбек,336760,17,16236
Kia,Optima,2010,293672.0,Автомат,Полный,Кроссовер,312504,16,18354
Toyota,RAV4,2011,132678.0,Автомат,Полный,Седан,337994,15,8845
Hyundai,Solaris,2012,194451.0,Автомат,Передний,Хэтчбек,286389,14,13889
Kia,Optima,2018,142443.0,Робот,Передний,Кроссовер,438317,8,17805
Toyota,Camry,2017,145250.0,Механика,Полный,Кроссовер,937519,9,16139
BMW,3 Series,2023,36916.0,Автомат,Передний,Седан,2692087,3,12305
Kia,Ceed,2019,116189.0,Автомат,Передний,Кроссовер,749921,7,16598
BMW,X5,2012,190536.0,Автомат,Полный,Кроссовер,305863,14,13610
Volkswagen,Tiguan,2021,79666.0,Механика,Полный,Кроссовер,1166572,5,15933
BMW,X3,2015,150614.0,Автомат,Полный,Кроссовер,700918,11,13692
Volkswagen,Polo,2016,150847.0,Робот,Передний,Кроссовер,259992,10,15085
Hyundai,Solaris,2011,193569.0,Механика,Передний,Хэтчбек,336014,15,12905
Toyota,Corolla,2014,211867.0,Автомат,Передний,Хэтчбек,332114,12,17656
BMW,X3,2014,139507.0,Автомат,Передний,Кроссовер,700331,12,11626
BMW,5 Series,2012,205269.0,Автомат,Передний,Седан,263959,14,14662
Kia,Optima,2012,219645.0,Автомат,Передний,Кроссовер,264901,14,15689
Toyota,Land Cruiser,2014,173646.0,Автомат,Передний,Седан,485228,12,14470
Kia,Ceed,2015,110653.0,Механика,Передний,Кроссовер,362396,11,10059
Hyundai,ix35,2015,216088.0,Автомат,Передний,Хэтчбек,343156,11,19644
Toyota,Land Cruiser,2013,200586.0,Автомат,Полный,Седан,341244,13,15430
Kia,Rio,2013,132674.0,Автомат,Полный,Кроссовер,255822,13,10206
Kia,Sportage,2011,252057.0,Механика,Задний,Седан,328381,15,16804
Toyota,RAV4,2023,41393.0,Механика,Полный,Хэтчбек,2205745,3,13798
Hyundai,Solaris,2018,160949.0,Автомат,Задний,Кроссовер,388239,8,20119
Kia,Optima,2024,26678.0,Механика,Полный,Кроссовер,1579242,2,13339
Volkswagen,Polo,2010,296214.0,Автомат,Передний,Кроссовер,319021,16,18513
BMW,X3,2015,124182.0,Механика,Передний,Кроссовер,885709,11,11289
Volkswagen,Passat,2009,264118.0,Автомат,Полный,Седан,307467,17,15536
Toyota,Camry,2020,88947.0,Робот,Передний,Кроссовер,1695035,6,14824
Toyota,Corolla,2010,269861.0,Автомат,Полный,Седан,262690,16,16866
Toyota,Land Cruiser,2009,244468.0,Автомат,Задний,Седан,337739,17,14380
Toyota,RAV4,2020,97398.0,Автомат,Полный,Седан,1727878,6,16233
Kia,Ceed,2016,54149.0,Автомат,Передний,Кроссовер,546045,10,5415
Kia,Sportage,2009,353701.0,Автомат,Задний,Хэтчбек,262157,17,20806
BMW,5 Series,2019,56821.0,Автомат,Полный,Кроссовер,1674206,7,8117
Volkswagen,Polo,2008,247066.0,Автомат,Передний,Хэтчбек,311105,18,13726
Toyota,Land Cruiser,2022,73725.0,Механика,Передний,Хэтчбек,1929734,4,18431
Toyota,RAV4,2023,67422.0,Автомат,Полный,Кроссовер,2752033,3,22474
Hyundai,Solaris,2023,48612.0,Автомат,Передний,Кроссовер,1451432,3,16204
Hyundai,Santa Fe,2020,89542.0,Механика,Полный,Седан,862117,6,14924
Volkswagen,Golf,2011,299556.0,Автомат,Задний,Кроссовер,336972,15,19970
Kia,Optima,2016,132527.0,Автомат,Передний,Хэтчбек,404177,10,13253
Toyota,Camry,2015,140072.0,Автомат,Передний,Седан,732521,11,12734
Kia,Rio,2019,82781.0,Автомат,Полный,Кроссовер,846993,7,11826
Kia,Rio,2023,25890.0,Автомат,Передний,Седан,1527251,3,8630
Hyundai,Solaris,2009,247956.0,Автомат,Полный,Седан,337121,17,14586
Hyundai,Tucson,2008,280289.0,Механика,Передний,Седан,339485,18,15572
Toyota,Land Cruiser,2016,156844.0,Автомат,Передний,Кроссовер,810071,10,15684
Toyota,RAV4,2015,124880.0,Автомат,Передний,Седан,864946,11,11353
Toyota,RAV4,2012,255108.0,Автомат,Передний,Кроссовер,320609,14,18222
Volkswagen,Golf,2013,186207.0,Механика,Передний,Кроссовер,303738,13,14324
Toyota,RAV4,2019,136389.0,Автомат,Полный,Кроссовер,1360128,7,19484
BMW,5 Series,2011,267456.0,Автомат,Передний,Седан,320185,15,17830
Hyundai,Solaris,2017,133085.0,Автомат,Передний,Кроссовер,450757,9,14787
Toyota,RAV4,2023,22001.0,Автомат,Передний,Седан,2483027,3,7334
Hyundai,Tucson,2014,247714.0,Автомат,Полный,Хэтчбек,304262,12,20643
Kia,Ceed,2024,17435.0,Автомат,Передний,Кроссовер,1763194,2,8718
BMW,3 Series,2010,110763.0,Автомат,Полный,Хэтчбек,378552,16,6923
Kia,Optima,2022,60405.0,Автомат,Передний,Хэтчбек,1215206,4,15101
Hyundai,Tucson,2012,232878.0,Автомат,Полный,Кроссовер,278144,14,16634
Volkswagen,Polo,2016,137721.0,Механика,Передний,Кроссовер,313512,10,13772
Volkswagen,Tiguan,2013,176997.0,Автомат,Полный,Кроссовер,270710,13,13615
Volkswagen,Tiguan,2008,294335.0,Механика,Передний,Седан,261216,18,16352
Hyundai,ix35,2018,129553.0,Автомат,Полный,Седан,513487,8,16194
Volkswagen,Tiguan,2014,235730.0,Автомат,Задний,Седан,295331,12,19644
Volkswagen,Golf,2023,58021.0,Автомат,Передний,Седан,1199187,3,19340
Kia,Rio,2014,227504.0,Механика,Передний,Хэтчбек,338819,12,18959
Volkswagen,Polo,2017,77001.0,Автомат,Полный,Хэтчбек,638036,9,8556
Volkswagen,Polo,2013,264060.0,Автомат,Полный,Седан,325832,13,20312
Kia,Rio,2008,328574.0,Автомат,Передний,Кроссовер,312056,18,18254
Toyota,Land Cruiser,2010,234516.0,Автомат,Полный,Хэтчбек,323570,16,14657
BMW,5 Series,2014,112826.0,Автомат,Полный,Кроссовер,624304,12,9402
Toyota,Camry,2018,149615.0,Механика,Полный,Седан,1208420,8,18702
Volkswagen,Passat,2009,149708.0,Автомат,Передний,Седан,287893,17,8806
Kia,Rio,2024,27334.0,Автомат,Передний,Кроссовер,1594852,2,13667
BMW,5 Series,2014,125024.0,Робот,Передний,Хэтчбек,754288,12,10419
Toyota,Land Cruiser,2010,242895.0,Автомат,Полный,Седан,319399,16,15181
Kia,Sportage,2010,197555.0,Автомат,Полный,Кроссовер,308119,16,12347
Volkswagen,Passat,2023,32354.0,Автомат,Передний,Хэтчбек,1297347,3,10785
Toyota,RAV4,2008,217450.0,Робот,Передний,Седан,321205,18,12081
BMW,X5,2010,255034.0,Автомат,Полный,Хэтчбек,276426,16,15940
Toyota,Corolla,2008,230708.0,Автомат,Передний,Кроссовер,291706,18,12817
Hyundai,Tucson,2024,11157.0,Робот,Полный,Кроссовер,1587036,2,5578
Kia,Rio,2022,63364.0,Механика,Полный,Седан,1353087,4,15841
BMW,3 Series,2018,114689.0,Механика,Полный,Хэтчбек,1128615,8,14336
Hyundai,ix35,2015,104058.0,Механика,Передний,Кроссовер,336614,11,9460
Toyota,Land Cruiser,2015,165350.0,Автомат,Передний,Седан,735961,11,15032
Toyota,Corolla,2008,346204.0,Робот,Полный,Кроссовер,276566,18,19234
Toyota,Camry,2012,165442.0,Автомат,Передний,Кроссовер,315129,14,11817
Hyundai,Tucson,2020,119769.0,Механика,Полный,Кроссовер,857883,6,19962
Volkswagen,Passat,2023,31487.0,Автомат,Передний,Седан,1383078,3,10496
Volkswagen,Passat,2024,43076.0,Автомат,Передний,Седан,1768557,2,21538
Toyota,Corolla,2021,66517.0,Механика,Передний,Кроссовер,2000702,5,13303
Volkswagen,Golf,2013,143572.0,Механика,Передний,Кроссовер,297161,13,11044
Toyota,Corolla,2010,189436.0,Автомат,Полный,Кроссовер,279163,16,11840
Kia,Sportage,2017,220956.0,Автомат,Полный,Кроссовер,318116,9,24551
BMW,3 Series,2011,246766.0,Робот,Передний,Седан,292488,15,16451
Volkswagen,Passat,2020,80889.0,Автомат,Передний,Хэтчбек,824468,6,13482
BMW,5 Series,2024,23019.0,Автомат,Полный,Хэтчбек,2632608,2,11510
Hyundai,Santa Fe,2015,135430.0,Робот,Передний,Седан,331501,11,12312
Hyundai,Tucson,2009,188773.0,Механика,Задний,Хэтчбек,336300,17,11104
Volkswagen,Golf,2009,222313.0,Автомат,Полный,Кроссовер,276806,17,13077
Kia,Ceed,2017,163262.0,Автомат,Передний,Седан,377163,9,18140
BMW,3 Series,2016,148184.0,Автомат,Передний,Седан,849665,10,14818
Hyundai,Solaris,2024,20792.0,Автомат,Полный,Кроссовер,1844400,2,10396
BMW,X3,2021,78493.0,Автомат,Полный,Седан,1702190,5,15699
Kia,Rio,2021,79186.0,Автомат,Задний,Седан,1174310,5,15837
Volkswagen,Passat,2020,108678.0,Автомат,Передний,Кроссовер,851995,6,18113
Volkswagen,Polo,2009,258668.0,Автомат,Полный,Хэтчбек,262106,17,15216
BMW,X5,2017,141326.0,Автомат,Передний,Седан,882248,9,15703
BMW,5 Series,2011,258455.0,Механика,Полный,Хэтчбек,268406,15,17230
Volkswagen,Tiguan,2016,170009.0,Автомат,Полный,Хэтчбек,342063,10,17001
BMW,X3,2016,87305.0,Автомат,Передний,Хэтчбек,1202007,10,8730
Volkswagen,Passat,2024,30116.0,Автомат,Полный,Хэтчбек,1892140,2,15058
BMW,3 Series,2013,167341.0,Автомат,Полный,Хэтчбек,487748,13,12872
BMW,X3,2010,277492.0,Механика,Полный,Седан,317725,16,17343
Hyundai,ix35,2014,200780.0,Автомат,Передний,Седан,299042,12,16732
Hyundai,Tucson,2008,270007.0,Автомат,Полный,Кроссовер,295456,18,15000
BMW,X3,2015,186417.0,Автомат,Полный,Седан,584881,11,16947
Volkswagen,Passat,2015,205998.0,Автомат,Передний,Кроссовер,339271,11,18727
Hyundai,ix35,2016,171096.0,Автомат,Передний,Седан,287238,10,17110
BMW,X5,2019,114893.0,Автомат,Полный,Хэтчбек,1205474,7,16413
BMW,3 Series,2009,345523.0,Механика,Передний,Кроссовер,273498,17,20325
Toyota,Corolla,2011,286565.0,Механика,Передний,Кроссовер,311118,15,19104
Hyundai,Santa Fe,2017,111746.0,Автомат,Передний,Седан,452567,9,12416
Volkswagen,Polo,2021,98425.0,Автомат,Полный,Хэтчбек,1005197,5,19685
Volkswagen,Tiguan,2012,306499.0,Автомат,Передний,Седан,340203,14,21893
Kia,Optima,2018,99824.0,Автомат,Передний,Седан,658675,8,12478
BMW,X5,2021,83952.0,Автомат,Полный,Хэтчбек,2160019,5,16790
BMW,X5,2024,39756.0,Механика,Передний,Седан,2808279,2,19878
Kia,Ceed,2022,49306.0,Автомат,Полный,Седан,1094116,4,12326
Volkswagen,Tiguan,2010,315767.0,Механика,Передний,Хэтчбек,305175,16,19735
Toyota,RAV4,2023,66675.0,Автомат,Передний,Кроссовер,2523435,3,22225
BMW,5 Series,2013,167122.0,Автомат,Передний,Кроссовер,491389,13,12856
Toyota,Camry,2024,32443.0,Механика,Полный,Кроссовер,3196963,2,16222
Kia,Sportage,2016,221100.0,Механика,Полный,Седан,339394,10,22110
BMW,3 Series,2020,62533.0,Автомат,Полный,Хэтчбек,1923041,6,10422
Toyota,Camry,2010,166748.0,Механика,Передний,Седан,340963,16,10422
Kia,Ceed,2012,131616.0,Механика,Передний,Седан,320829,14,9401
Kia,Ceed,2019,66762.0,Автомат,Передний,Хэтчбек,944244,7,9537
Kia,Rio,2014,196678.0,Автомат,Полный,Кроссовер,258191,12,16390
Kia,Sportage,2021,82498.0,Механика,Полный,Седан,1160225,5,16500
Toyota,RAV4,2016,142256.0,Автомат,Задний,Седан,961244,10,14226
Kia,Sportage,2019,112334.0,Автомат,Задний,Кроссовер,668299,7,16048
Toyota,Corolla,2008,422930.0,Механика,Передний,Кроссовер,293321,18,23496
Hyundai,Solaris,2010,304279.0,Автомат,Передний,Хэтчбек,311386,16,19017
Toyota,Corolla,2010,294136.0,Автомат,Полный,Седан,286176,16,18384
Volkswagen,Passat,2022,71920.0,Автомат,Передний,Седан,1111397,4,17980
Kia,Optima,2010,279606.0,Автомат,Полный,Хэтчбек,285373,16,17475
Volkswagen,Tiguan,2009,263402.0,Автомат,Полный,Седан,311750,17,15494
Volkswagen,Golf,2023,38249.0,Механика,Полный,Седан,1405870,3,12750
Kia,Ceed,2023,20565.0,Автомат,Полный,Кроссовер,1449733,3,6855
Volkswagen,Golf,2024,36462.0,Автомат,Задний,Кроссовер,1663237,2,18231
Hyundai,Solaris,2009,213235.0,Автомат,Полный,Кроссовер,271653,17,12543
Kia,Rio,2011,200935.0,Механика,Передний,Кроссовер,328936,15,13396
Hyundai,ix35,2013,268068.0,Автомат,Полный,Кроссовер,343568,13,20621
Hyundai,Santa Fe,2008,363679.0,Автомат,Полный,Хэтчбек,313002,18,20204
Kia,Rio,2024,35277.0,Механика,Полный,Хэтчбек,1405220,2,17638
Toyota,RAV4,2015,151780.0,Автомат,Задний,Хэтчбек,726617,11,13798
Kia,Sportage,2013,117786.0,Робот,Передний,Седан,344349,13,9060
BMW,X5,2023,55041.0,Механика,Передний,Кроссовер,2656961,3,18347
Kia,Sportage,2013,193307.0,Автомат,Задний,Кроссовер,293857,13,14870
Toyota,Corolla,2023,36223.0,Автомат,Полный,Седан,2271943,3,12074
Volkswagen,Polo,2008,280717.0,Автомат,Полный,Седан,291780,18,15595
BMW,X3,2014,238114.0,Механика,Задний,Кроссовер,340963,12,19843
Volkswagen,Golf,2015,180759.0,Автомат,Передний,Седан,267768,11,16433
BMW,X3,2015,173927.0,Робот,Передний,Хэтчбек,593376,11,15812
BMW,5 Series,2022,86508.0,Автомат,Полный,Хэтчбек,1965838,4,21627
Hyundai,Santa Fe,2015,233643.0,Автомат,Передний,Кроссовер,338264,11,21240
Volkswagen,Polo,2009,355947.0,Механика,Полный,Хэтчбек,316465,17,20938
Toyota,RAV4,2015,155157.0,Механика,Передний,Кроссовер,724442,11,14105
BMW,5 Series,2008,313224.0,Механика,Передний,Седан,324373,18,17401
Volkswagen,Golf,2022,75277.0,Автомат,Передний,Хэтчбек,1325159,4,18819
Kia,Ceed,2020,108372.0,Автомат,Передний,Седан,716771,6,18062
Hyundai,Santa Fe,2010,190128.0,Автомат,Полный,Кроссовер,336601,16,11883
BMW,X5,2016,161457.0,Автомат,Полный,Кроссовер,848475,10,16146
Hyundai,Tucson,2017,81327.0,Автомат,Передний,Седан,578608,9,9036
Volkswagen,Passat,2022,78910.0,Автомат,Передний,Хэтчбек,1239313,4,19728
Kia,Sportage,2023,33205.0,Механика,Передний,Кроссовер,1420336,3,11068
Hyundai,Tucson,2021,83711.0,Автомат,Передний,Кроссовер,913533,5,16742
Volkswagen,Passat,2012,283635.0,Автомат,Полный,Хэтчбек,290492,14,20260
Hyundai,Tucson,2022,76293.0,Автомат,Передний,Седан,1157742,4,19073
Kia,Sportage,2024,29248.0,Автомат,Полный,Хэтчбек,1660203,2,14624
Toyota,RAV4,2010,220602.0,Автомат,Полный,Хэтчбек,267045,16,13788
Hyundai,ix35,2013,180574.0,Робот,Передний,Хэтчбек,308243,13,13890
Hyundai,Tucson,2012,172993.0,Робот,Задний,Кроссовер,300919,14,12357
Kia,Rio,2014,168763.0,Механика,Передний,Хэтчбек,302290,12,14064
Toyota,Camry,2017,110425.0,Механика,Передний,Хэтчбек,1110599,9,12269
Volkswagen,Tiguan,2009,185986.0,Автомат,Передний,Хэтчбек,291751,17,10940
Volkswagen,Golf,2024,39523.0,Автомат,Передний,Хэтчбек,1707328,2,19762
